iter	Passed	Remaining
471	1569	1755
472	1571	1750
473	1575	1748
474	1578	1744
475	1581	1740
476	1583	1736
477	1586	1732
478	1590	1730
479	1593	1726
480	1596	1722
481	1598	1718
482	1601	1713
483	1603	1709
484	1608	1707
485	1611	1704
486	1614	1700
487	1616	1696
488	1618	1691
489	1623	1689
490	1627	1686
491	1629	1682
492	1632	1678
493	1634	1674
494	1639	1673
495	1643	1669
496	1645	1665
497	1647	1661
498	1650	1656
499	1655	1655
500	1658	1651
501	1660	1647
502	1663	1643
503	1665	1638
504	1670	1637
505	1673	1633
506	1676	1629
507	1678	1625
508	1680	1621
509	1684	1618
510	1687	1615
511	1690	1611
512	1693	1607
513	1695	1603
514	1698	1599
515	1702	1596
516	1705	1593
517	1707	1589
518	1710	1584
519	1712	1580
520	1717	1578
521	1720	1575
522	1723	1571
523	1725	1567
524	1728	1563
525	1734	1563
526	1738	1560
527	1741	1556
528	1744	1552
529	1750	1552
530	1754	1549
531	1757	1545
532	1759	1541
533	1764	1539
534	1766	1535
535	1770	1532
536	1772	1528
537	1774	1524
538	1779	1521
539	1782	1518
540	1785	1514
541	1787	1510
542	1789	1506
543	1792	1502
544	1796	1500
545	1800	1496
546	1802	1492
547	1804	1488
548	1807	1484
549	1811	1482
550	1815	1479
551	1817	1475
552	1820	1471
553	1822	1467
554	1827	1464
555	1829	1461
556	1833	1457
557	1835	1453
558	1837	1449
559	1841	1447
560	1844	1443
561	1846	1439
562	1848	1435
563	1851	1431
564	1853	1427
565	1856	1423
566	1860	1420
567	1863	1417
568	1865	1413
569	1867	1409
570	1870	1405
571	1874	1402
572	1877	1399
573	1880	1395
574	1882	1391
575	1884	1387
576	1889	1384
577	1891	1380
578	1893	1376
579	1895	1372
580	1897	1368
581	1900	1364
582	1903	1361
583	1906	1357
584	1909	1354
585	1911	1350
586	1914	1346
587	1916	1342
588	1921	1340
589	1923	1336
590	1925	1332
591	1927	1328
592	1930	1324
593	1932	1320
594	1936	1317
595	1939	1314
596	1941	1310
597	1944	1306
598	1946	1303
599	1949	1299
600	1952	1296
601	1954	1292
602	1957	1288
603	1959	1284
604	1961	1280
605	1964	1277
606	1967	1274
607	1971	1270
608	1973	1267
609	1976	1263
610	1978	1259
611	1981	1256
612	1984	1252
613	1986	1249
614	1989	1245
615	1991	1241
616	1993	1237
617	1997	1234
618	1999	1230
619	2003	1227
620	2005	1224
621	2008	1220
622	2010	1216
623	2013	1213
624	2015	1209
625	2017	1205
626	2019	1201
627	2022	1197
628	2024	1194
629	2027	1190
630	2030	1187
631	2033	1184
632	2035	1180
633	2038	1176
634	2040	1173
635	2044	1170
636	2046	1166
637	2049	1162
638	2051	1158
639	2053	1155
640	2055	1151
641	2058	1148
642	2061	1144
643	2063	1140
644	2065	1136
645	2068	1133
646	2070	1129
647	2072	1125
648	2075	1122
649	2077	1118
650	2080	1115
651	2082	1111
652	2084	1107
653	2087	1104
654	2089	1100
655	2092	1097
656	2094	1093
657	2096	1089
658	2098	1086
659	2101	1082
660	2103	1078
661	2106	1075
662	2108	1071
663	2111	1068
664	2113	1064
665	2115	1061
666	2118	1057
667	2122	1054
668	2125	1051
669	2128	1048
670	2130	1044
671	2132	1040
672	2135	1037
673	2138	1034
674	2142	1031
675	2144	1027
676	2146	1024
677	2149	1020
678	2151	1017
679	2155	1014
680	2158	1010
681	2160	1007
682	2162	1003
683	2165	1000
684	2167	996
685	2170	993
686	2172	989
687	2174	986
688	2177	982
689	2179	979
690	2181	975
691	2184	972
692	2186	968
693	2188	965
694	2191	961
695	2193	958
696	2195	954
697	2198	951
698	2200	947
699	2202	944
700	2205	940
701	2207	937
702	2209	933
703	2211	930
704	2214	926
705	2216	923
706	2219	919
707	2221	916
708	2224	912
709	2226	909
710	2229	906
711	2231	902
712	2234	899
713	2236	895
714	2238	892
715	2241	888
716	2243	885
717	2245	882
718	2249	879
719	2251	875
720	2254	872
721	2256	868
722	2258	865
723	2261	861
724	2263	858
725	2265	855
726	2268	851
727	2270	848
728	2272	844
729	2275	841
730	2277	838
731	2280	834
732	2283	831
733	2285	828
734	2287	824
735	2289	821
736	2292	817
737	2294	814
738	2297	811
739	2299	807
740	2301	804
741	2304	801
742	2306	797
743	2308	794
744	2311	791
745	2313	787
746	2315	784
747	2317	780
748	2320	777
749	2322	774
750	2325	770
751	2327	767
752	2329	764
753	2332	760
754	2334	757
755	2336	754
756	2339	750
757	2341	747
758	2343	744
759	2345	740
760	2348	737
761	2350	734
762	2352	730
763	2355	727
764	2357	724
765	2359	720
766	2362	717
767	2364	714
768	2366	710
769	2368	707
770	2371	704
771	2373	700
772	2375	697
773	2378	694
774	2380	691
775	2382	687
776	2385	684
777	2387	681
778	2389	677
779	2392	674
780	2394	671
781	2396	668
782	2398	664
783	2401	661
784	2403	658
785	2406	655
786	2408	651
787	2410	648
788	2413	645
789	2415	642
790	2417	638
791	2419	635
792	2422	632
793	2424	629
794	2426	625
795	2429	622
796	2431	619
797	2433	616
798	2436	612
799	2438	609
800	2440	606
801	2443	603
802	2445	599
803	2447	596
804	2449	593
805	2452	590
806	2454	586
807	2456	583
808	2458	580
809	2461	577
810	2463	574
811	2465	570
812	2467	567
813	2470	564
814	2472	561
815	2474	558
816	2477	554
817	2479	551
818	2481	548
819	2483	545
820	2486	542
821	2489	538
822	2491	535
823	2494	532
824	2497	529
825	2499	526
826	2501	523
827	2504	520
828	2506	516
829	2508	513
830	2511	510
831	2513	507
832	2515	504
833	2518	501
834	2520	498
835	2522	494
836	2525	491
837	2527	488
838	2529	485
839	2532	482
840	2534	479
841	2536	475
842	2538	472
843	2541	469
844	2543	466
845	2546	463
846	2548	460
847	2550	457
848	2552	453
849	2554	450
850	2557	447
851	2559	444
852	2561	441
853	2564	438
854	2566	435
855	2568	432
856	2571	429
857	2573	425
858	2575	422
859	2578	419
860	2580	416
861	2583	413
862	2585	410
863	2587	407
864	2590	404
865	2592	401
866	2595	398
867	2597	394
868	2599	391
869	2601	388
870	2604	385
871	2606	382
872	2609	379
873	2611	376
874	2613	373
875	2615	370
876	2618	367
877	2621	364
878	2623	361
879	2626	358
880	2628	355
881	2630	351
882	2633	348
883	2635	345
884	2637	342
885	2639	339
886	2642	336
887	2644	333
888	2646	330
889	2649	327
890	2651	324
891	2653	321
892	2656	318
893	2658	315
894	2660	312
895	2663	309
896	2665	306
897	2668	303
898	2670	300
899	2673	297
900	2675	294
901	2678	291
902	2680	287
903	2683	284
904	2685	281
905	2687	278
906	2689	275
907	2692	272
908	2694	269
909	2696	266
910	2698	263
911	2701	260
912	2703	257
913	2705	254
914	2708	251
915	2710	248
916	2712	245
917	2715	242
918	2717	239
919	2719	236
920	2721	233
921	2724	230
922	2726	227
923	2729	224
924	2731	221
925	2733	218
926	2735	215
927	2738	212
928	2740	209
929	2742	206
930	2745	203
931	2747	200
932	2749	197
933	2752	194
934	2754	191
935	2756	188
936	2758	185
937	2761	182
938	2763	179
939	2765	176
940	2768	173
941	2770	170
942	2772	167
943	2774	164
944	2777	161
945	2779	158
946	2782	155
947	2784	152
948	2786	149
949	2788	146
950	2791	143
951	2793	140
952	2795	137
953	2797	134
954	2800	131
955	2802	128
956	2804	126
957	2806	123
958	2809	120
959	2811	117
960	2813	114
961	2815	111
962	2818	108
963	2820	105
964	2822	102
965	2825	99
966	2827	96
967	2829	93
968	2832	90
969	2834	87
970	2836	84
971	2838	81
972	2841	78
973	2843	75
974	2845	72
975	2848	70
976	2850	67
977	2852	64
978	2854	61
979	2857	58
980	2859	55
981	2861	52
982	2864	49
983	2866	46
984	2868	43
985	2871	40
986	2874	37
987	2877	34
988	2879	32
989	2881	29
990	2884	26
991	2886	23
992	2888	20
993	2891	17
994	2893	14
995	2895	11
996	2898	8
997	2900	5
998	2902	2
999	2905	0
