iter	RMSE
157	0.1098061526
158	0.1096826307
159	0.1095362359
160	0.1093661707
161	0.109157535
162	0.1090483921
163	0.1089176886
164	0.1087321377
165	0.1085849078
166	0.1084537609
167	0.1082967115
168	0.1081206708
169	0.1079244996
170	0.1078186632
171	0.1076882587
172	0.1075204567
173	0.1073189893
174	0.107156362
175	0.1070315654
176	0.1069357537
177	0.1067905468
178	0.1066839946
179	0.1065619548
180	0.106349737
181	0.1062343173
182	0.1061285713
183	0.106041281
184	0.105867981
185	0.1057686876
186	0.1055583461
187	0.1053938652
188	0.1052691328
189	0.1050842356
190	0.1049575724
191	0.1047682289
192	0.1045967801
193	0.1043995614
194	0.1041772592
195	0.1041476827
196	0.103905147
197	0.1038270539
198	0.1037668685
199	0.1036338774
200	0.1035196948
201	0.1033274411
202	0.1032202871
203	0.1030784173
204	0.102868234
205	0.1027128757
206	0.1026770806
207	0.1026114953
208	0.1025273437
209	0.1023804676
210	0.102219737
211	0.1020561922
212	0.1020064047
213	0.1019634073
214	0.1017869287
215	0.1017399022
216	0.1016063288
217	0.1014785403
218	0.1013098964
219	0.1012722176
220	0.1011935437
221	0.101050902
222	0.1009429889
223	0.1008618447
224	0.1008150743
225	0.1007314681
226	0.1006895132
227	0.1005131196
228	0.1004162191
229	0.100261986
230	0.1001308736
231	0.100083954
232	0.09989879557
233	0.09973240367
234	0.09964987625
235	0.0995116556
236	0.09944125195
237	0.09938364952
238	0.09929720842
239	0.09910505084
240	0.09895469405
241	0.09890975787
242	0.09876328407
243	0.09856903155
244	0.09842139088
245	0.09832378481
246	0.09817521821
247	0.09814688447
248	0.09802589468
249	0.09795277336
250	0.09787237318
251	0.09775917191
252	0.09759701078
253	0.09754969898
254	0.09752775417
255	0.09746602028
256	0.09736656181
257	0.09718931853
258	0.09707954426
259	0.09702560108
260	0.09687854723
261	0.09684596969
262	0.09676121141
263	0.09673633512
264	0.09670002738
265	0.0965352886
266	0.09632985002
267	0.09621377576
268	0.09617591873
269	0.09613398111
270	0.09602600082
271	0.09584736415
272	0.09579351398
273	0.09575413142
274	0.09560784665
275	0.09552017854
276	0.09539297812
277	0.09522251215
278	0.09501864735
279	0.09490582737
280	0.09477244156
281	0.09474847423
282	0.09471516081
283	0.09458508681
284	0.09449854625
285	0.09439445067
286	0.09428146108
287	0.09425022651
288	0.09410733607
289	0.09392951341
290	0.09384698096
291	0.09368985632
292	0.09357266751
293	0.09342045022
294	0.09332556895
295	0.09330027909
296	0.09313814108
297	0.09310441277
298	0.09295438377
299	0.09280364517
300	0.09277683302
301	0.09269639163
302	0.09260305904
303	0.09242990651
304	0.09234161658
305	0.09231826529
306	0.09221103825
307	0.09215275256
308	0.09207867104
309	0.09193892689
310	0.09191610185
311	0.09190375077
312	0.0917451113
313	0.09163229598
314	0.09157582997
315	0.09148756013
316	0.09141908032
317	0.09140212818
318	0.09131564507
319	0.09116373443
320	0.09102612166
321	0.09089685003
322	0.09071190003
323	0.09068854464
324	0.09053703733
325	0.09037602504
326	0.0903100133
327	0.09019107967
328	0.09017510207
329	0.09005386006
330	0.08992519125
331	0.08987572257
332	0.08973454121
333	0.08971896471
334	0.08961004987
335	0.08950280674
336	0.08940017575
337	0.08936999912
338	0.08923275969
339	0.08914583835
340	0.08898669265
341	0.08896869918
342	0.0888360993
343	0.0886943327
344	0.08859820996
345	0.08844683915
346	0.08830417282
347	0.0882196052
348	0.08819373747
349	0.0881339541
350	0.08799324341
351	0.08787595784
352	0.08785334902
353	0.08783551703
354	0.08771435969
355	0.08769202945
356	0.08756866104
357	0.08744378636
358	0.08732165213
359	0.08723426548
360	0.08707628879
361	0.08698653649
362	0.08697875931
363	0.08687691985
364	0.08676476961
365	0.08663587093
366	0.08661496534
367	0.08648027425
368	0.08637581674
369	0.08631593224
370	0.08622448503
371	0.0861122688
372	0.08597668583
373	0.08588273791
374	0.08585237061
375	0.08578094598
376	0.08567184196
377	0.08557418999
378	0.08553045319
379	0.08538962217
380	0.08533531893
381	0.0852307922
382	0.0852170026
383	0.08513131017
384	0.08509124198
385	0.08500440336
386	0.08491540276
387	0.08490832034
388	0.08490140659
389	0.08477438093
390	0.08469310483
391	0.08459292341
392	0.08453522817
393	0.0845012144
394	0.08442031033
395	0.08431107306
396	0.08425174391
397	0.08416810725
398	0.08415599505
399	0.08406268378
400	0.08393172863
401	0.08383416314
402	0.08369093915
403	0.08358737967
404	0.08350178316
405	0.08338957193
406	0.08326366383
407	0.0831552249
408	0.08305344861
409	0.08304737898
410	0.08297506724
411	0.0829486955
412	0.08294299938
413	0.08291569379
414	0.08282845887
415	0.0827588861
416	0.0827493376
417	0.08272365652
418	0.08262327794
419	0.08256238094
420	0.08252669202
421	0.0825215698
422	0.0824568038
423	0.08235538264
424	0.08223162871
425	0.08213542259
426	0.08202750292
427	0.08202254153
428	0.08201777219
429	0.08192870972
430	0.08189150755
431	0.08177015125
432	0.08168325813
433	0.08156928587
434	0.08149927586
435	0.08142543292
436	0.08130078546
437	0.08129419682
438	0.08117104983
439	0.08103355131
440	0.0809449549
441	0.08086319824
442	0.08078355439
443	0.08068637707
444	0.0806518696
445	0.08055392342
446	0.0804382064
447	0.08035218363
448	0.08020809028
449	0.08009408449
450	0.08002389065
451	0.07992456193
452	0.07983472095
453	0.07975632396
454	0.07961116485
455	0.07960599861
456	0.07946176531
457	0.07933068609
458	0.07924734824
459	0.07922082676
460	0.07921593793
461	0.07913041542
462	0.07904212813
463	0.07903808427
464	0.07896038874
465	0.07889940082
466	0.07875559062
467	0.07866189091
468	0.07853466338
469	0.07842222722
470	0.07833685281
471	0.07828950424
472	0.07828307635
473	0.07827624432
474	0.07823769011
475	0.07812259557
476	0.0780108934
477	0.07795910529
478	0.07788743019
479	0.0778438044
480	0.0777326964
481	0.07772852227
482	0.07758099928
483	0.07753578046
484	0.07744713686
485	0.0774148937
486	0.07733164084
487	0.07727416993
488	0.07721065291
489	0.07712672483
490	0.07712316217
491	0.07710443408
492	0.07699925293
493	0.07692160386
494	0.07683616714
495	0.07679380754
496	0.07677091808
497	0.07668702585
498	0.07658522302
499	0.07645625188
500	0.07637766698
501	0.07630375148
502	0.07623348361
503	0.07615223424
504	0.07604751244
505	0.07594635085
506	0.07586301156
507	0.07585960618
508	0.07585127027
509	0.07577111536
510	0.0756979758
511	0.0756179197
512	0.07552873226
513	0.07542437146
514	0.0753532489
515	0.075249571
516	0.07518460204
517	0.0750886049
518	0.07508541364
519	0.0750577245
520	0.07499882179
521	0.0749592696
522	0.07486714252
523	0.07483202538
524	0.07473580969
525	0.07463658065
526	0.07459119014
527	0.07453883452
528	0.0744597292
529	0.07438764428
530	0.07435073149
531	0.07423703971
532	0.07418167907
533	0.07404702806
534	0.07402394409
535	0.07397472874
536	0.07397097425
537	0.07386603549
538	0.07383164004
539	0.07381626275
540	0.07374319437
541	0.07365048891
542	0.07356028236
543	0.07350238396
544	0.0733954646
545	0.07334136484
546	0.0732493039
547	0.07314542257
548	0.07308985805
549	0.07301809569
550	0.0729685801
551	0.0728552996
552	0.07276537344
553	0.07267628502
554	0.07267335365
555	0.07252417691
556	0.07245351508
557	0.07234831935
558	0.07229993778
559	0.07221874083
560	0.07211078911
561	0.07202377216
562	0.07196640464
563	0.0719047856
564	0.07184597799
565	0.0717862815
566	0.07170342938
567	0.07163462734
568	0.07156389859
569	0.07148019115
570	0.07141209211
571	0.07140802455
572	0.0713228508
573	0.07125127421
574	0.07119445593
575	0.07111013303
576	0.07101541522
577	0.0708820173
578	0.07082312553
579	0.0707496336
580	0.07067039009
581	0.07062722303
582	0.07057224608
583	0.07051086462
584	0.07041025339
585	0.07032966402
586	0.07026288225
587	0.07024744184
588	0.07015769681
589	0.07008428463
590	0.07003765114
591	0.06999378136
592	0.06992719569
593	0.06988463209
594	0.06981349026
595	0.06973296136
596	0.06964288158
597	0.06955392581
598	0.06951524812
599	0.06944890119
600	0.06935462171
601	0.06934734123
602	0.06928083462
603	0.06924084476
604	0.06917045735
605	0.06904187066
606	0.06896124782
607	0.06892820757
608	0.06888657729
609	0.06878089894
610	0.06871944085
611	0.06865238301
612	0.06856064816
613	0.06848102373
614	0.06841377961
615	0.06832033115
616	0.06828657934
617	0.06824046903
618	0.0682325833
619	0.06819601214
620	0.06814292793
621	0.06806331813
622	0.06802639224
623	0.0679859584
624	0.06796218467
625	0.06789984813
626	0.06784963095
627	0.06773020185
628	0.06770934802
629	0.06767322739
630	0.06762687124
631	0.0675623648
632	0.06747624409
633	0.0673926317
634	0.06732305547
635	0.06724510367
636	0.06716454216
637	0.06710263224
638	0.06701942343
639	0.0669629546
640	0.06688534137
641	0.06681717286
642	0.06675543272
643	0.06667667856
644	0.06661506675
645	0.06653765814
646	0.06646536495
647	0.06638936772
648	0.06634196289
649	0.06622380608
650	0.06614424997
651	0.06603701797
652	0.06598901265
653	0.06593152509
654	0.06582065447
655	0.06573602374
656	0.06565750553
657	0.06558503853
658	0.06548773945
659	0.06544034276
660	0.06538558227
661	0.06532727659
662	0.06528507611
663	0.06521060209
664	0.06514414941
665	0.06509299115
666	0.06502959944
667	0.06497982669
668	0.0649361165
669	0.06487399785
670	0.06482142687
671	0.06476378096
672	0.06466187745
673	0.06457051625
674	0.06451603751
675	0.06445387167
676	0.06442021657
677	0.06438232585
678	0.06430522076
679	0.06424123043
680	0.06417992393
681	0.06411920152
682	0.0640759064
683	0.06402910049
684	0.06398755169
685	0.06393296301
686	0.06387528895
687	0.0638218533
688	0.06371300873
689	0.0636747006
690	0.06362519792
691	0.06356046268
692	0.06350646583
693	0.06346766978
694	0.06341432768
695	0.06336412771
696	0.06329790509
697	0.06326774615
698	0.06321570002
699	0.06319040211
700	0.06315576834
701	0.06311565829
702	0.06301648949
703	0.06296195659
704	0.06292683277
705	0.06287153558
706	0.06280271743
707	0.06273308657
708	0.06269201302
709	0.06265407411
710	0.06259628933
711	0.06253550277
712	0.06249497659
713	0.06241515488
714	0.06238842751
715	0.06232737647
716	0.06226759459
717	0.0621682311
718	0.0621284
719	0.06206984929
720	0.06202468623
721	0.0619881341
722	0.06195480326
723	0.06189850999
724	0.06185921864
725	0.06182348912
726	0.06175746106
727	0.06168807499
728	0.06162871926
729	0.06156946389
730	0.06152085337
731	0.06144647018
732	0.0613966346
733	0.06135041031
734	0.061310787
735	0.06126515369
736	0.06120947964
737	0.0611798179
738	0.0610909407
739	0.06105057779
740	0.06103202503
741	0.06098728761
742	0.06095894238
743	0.06092671515
744	0.06087493787
745	0.06082892595
746	0.0607999115
747	0.06076190506
748	0.06070012425
749	0.06063321932
750	0.06052909162
751	0.0604759891
752	0.06042032886
753	0.06038644476
754	0.06030329823
755	0.06023244876
756	0.06019474689
757	0.06011727061
758	0.06008335277
759	0.06003267315
760	0.05996161855
761	0.05993956269
762	0.05989196536
763	0.05987666977
764	0.05984030484
765	0.05974804437
766	0.05970202042
767	0.0596703669
768	0.05963405765
769	0.05960818105
770	0.05953872158
771	0.05945358079
772	0.05940457408
773	0.05935504388
774	0.05928220068
775	0.05925470062
776	0.05920302752
777	0.0591645025
778	0.05913310253
779	0.05906679847
780	0.0590313264
781	0.05895307017
782	0.05889059253
783	0.05883994393
784	0.05878527999
785	0.05873525657
786	0.05866623487
787	0.05860891784
788	0.05855566417
789	0.05850395884
790	0.05841607283
791	0.05834523589
792	0.05828339653
793	0.05825823309
794	0.05821704742
795	0.05816322828
796	0.05813849124
797	0.0581025448
798	0.05804290643
799	0.05798899937
800	0.0579332597
801	0.05790321796
802	0.05783102684
803	0.05775538722
804	0.05765761859
805	0.05761315774
806	0.05760017575
807	0.05756556463
808	0.05751010329
809	0.05744346372
810	0.05736781683
811	0.05732253762
812	0.057247548
813	0.05719517524
814	0.05714316497
815	0.05711263738
816	0.05705870294
817	0.05699585694
818	0.05694978339
819	0.05689866467
820	0.05687686577
821	0.05680942368
822	0.05678342354
823	0.05676459029
824	0.05670399346
825	0.05666148266
826	0.05661231325
827	0.05658506453
828	0.05655321143
829	0.05650909063
830	0.05645276432
831	0.05640506227
832	0.05634449428
833	0.05629379792
834	0.05626367001
835	0.05622367143
836	0.056196747
837	0.05612740129
838	0.05605333109
839	0.05601411693
840	0.05597262096
841	0.05593102103
842	0.05587132177
843	0.05583199967
844	0.05579137359
845	0.0557713143
846	0.05574808436
847	0.05572143596
848	0.05567932608
849	0.05566511181
850	0.05561680528
851	0.0555621085
852	0.05549989927
853	0.05546600867
854	0.0554263833
855	0.05539498567
856	0.05537006027
857	0.05532767204
858	0.05529388479
859	0.05526356319
860	0.05521896236
861	0.05517515908
862	0.05513216051
863	0.05509943219
864	0.05507280831
865	0.05502777721
866	0.05498748941
867	0.05492979669
868	0.05488340044
869	0.05484632912
870	0.05476674402
871	0.05473750084
872	0.05469950655
873	0.05464627997
874	0.05459963473
875	0.05456157796
876	0.05450944242
877	0.0544926976
878	0.05444793468
879	0.05442646641
880	0.05440093744
881	0.05436290829
882	0.05434290648
883	0.05432146948
884	0.05428093317
885	0.05422432809
886	0.05416306277
887	0.05410815272
888	0.05404898505
889	0.05400833728
890	0.05395221097
891	0.0539166844
892	0.05386087833
893	0.05385985294
894	0.05381028866
895	0.05374884552
896	0.05372467549
897	0.05369068672
898	0.05364653127
899	0.05361976435
900	0.05358819833
901	0.05353993906
902	0.05349816738
903	0.05345445187
904	0.05343385304
905	0.05339938155
906	0.05332194235
907	0.05330175276
908	0.05323696244
909	0.05317421828
910	0.05315411327
911	0.05313438542
912	0.0531084862
913	0.05308757388
914	0.05300836369
915	0.05298162388
916	0.05292471134
917	0.05287944479
918	0.05282620752
919	0.05280395728
920	0.05275664042
921	0.0527345001
922	0.05264886079
923	0.05261726707
924	0.05258889283
925	0.05256000975
926	0.05254915849
927	0.0525123655
928	0.05244568423
929	0.05238976816
930	0.05236167777
931	0.05233846397
932	0.05228234414
933	0.05223663493
934	0.05218751217
935	0.05216429661
936	0.05214067128
937	0.05208878894
938	0.0520360172
939	0.0520156573
940	0.05197123805
941	0.05190526261
942	0.05188371806
943	0.05185552125
944	0.05182542657
945	0.05178480883
946	0.05175591804
947	0.05174064757
948	0.05170210511
949	0.05165812183
950	0.051635999
951	0.05160056545
952	0.0515517809
953	0.05149952723
954	0.05144488517
955	0.05140990702
956	0.05139307563
957	0.05139179553
958	0.05135835278
959	0.05129756731
960	0.05128343917
961	0.0512577781
962	0.05124115521
963	0.05121421481
964	0.05119123211
965	0.05114817049
966	0.05109361102
967	0.05102411109
968	0.05099602853
969	0.05096435277
970	0.05093545102
971	0.05088754809
972	0.05084104157
973	0.05078699552
974	0.05075190464
975	0.05070296696
976	0.05067964769
977	0.05064764583
978	0.05060996281
979	0.05055040762
980	0.05054080937
981	0.05049174085
982	0.05045090721
983	0.05039100668
984	0.05033433465
985	0.05027820371
986	0.05023223587
987	0.05019474943
988	0.05016285557
989	0.05012692698
990	0.0500996178
991	0.05003801924
992	0.04998268798
993	0.04992404551
994	0.04986615939
995	0.0498348942
996	0.04979932256
997	0.04977336595
998	0.04974525335
999	0.04969216697
